"ID","Article_ID","Class","Source","Grain","ContinuousGrain","ContinuousGrain2","Quality","PrAb","NtaxaClass","NClass","LogNtempUnits","NtempUnits","Gradient","Sampling","Extent","LogExtent","Pred_SL","Type","Pred_ideal1","Pred_ideal2","Pred_ideal3","Study_ID","SLDiff1","SLDiff2","SLDiff3","SLRatio1","SLRatio2","SLRatio3"
"A112_P1_LAT_Ulvophyceae","A112","Ulvophyceae","A112_P1","small",1,1,"RESURVEYED","occurrence",11,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Florideophyceae","A112","Florideophyceae","A112_P1","small",1,1,"RESURVEYED","occurrence",20,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Gastropoda","A112","Gastropoda","A112_P1","small",1,1,"RESURVEYED","occurrence",10,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Phaeophyceae","A112","Phaeophyceae","A112_P1","small",1,1,"RESURVEYED","occurrence",25,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Actinopterygii","A112","Actinopterygii","A112_P1","small",1,1,"RESURVEYED","occurrence",48,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Malacostraca","A112","Malacostraca","A112_P1","small",1,1,"RESURVEYED","occurrence",3,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Asteroidea","A112","Asteroidea","A112_P1","small",1,1,"RESURVEYED","occurrence",15,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Echinoidea","A112","Echinoidea","A112_P1","small",1,1,"RESURVEYED","occurrence",4,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Crinoidea","A112","Crinoidea","A112_P1","small",1,1,"RESURVEYED","occurrence",1,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A112_P1_LAT_Holothuroidea","A112","Holothuroidea","A112_P1","small",1,1,"RESURVEYED","occurrence",1,11,0.693147180559945,2,"LAT","TWO",351.61,5.86252260681727,0.675699970386098,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-1.20748209245213,-1.0999192975399,-0.626518780292379,0.358807564982708,0.380543274446073,0.518883613090387
"A113_P1_LAT_Aves","A113","Aves","A113_P1","very_large",4,1000,"RESURVEYED","abundance",94,1,1.38629436111989,4,"LAT","MULT",922.98,6.82760756579571,1.91353503317561,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",0.0303529703373764,0.137915765249609,0.61131628249713,1.01611791601903,1.07767192423559,1.46944208273658
"A113_P2_LAT_Aves","A113","Aves","A113_P2","very_large",4,1000,"RESURVEYED","abundance",94,1,0.693147180559945,2,"LAT","TWO",922.98,6.82760756579571,2.16647583454516,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",0.283293771706926,0.390856566619159,0.86425708386668,1.1504335546187,1.22012408497667,1.66368041730039
"A113_P3_LAT_Aves","A113","Aves","A113_P3","very_large",4,1000,"RESURVEYED","abundance",94,1,0.693147180559945,2,"LAT","TWO",922.98,6.82760756579571,2.16647583454516,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.283293771706926,0.390856566619159,0.86425708386668,1.1504335546187,1.22012408497667,1.66368041730039
"A113_P4_LAT_Aves","A113","Aves","A113_P4","very_large",4,1000,"RESURVEYED","abundance",94,1,0.693147180559945,2,"LAT","TWO",922.98,6.82760756579571,2.16647583454516,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P4",0.283293771706926,0.390856566619159,0.86425708386668,1.1504335546187,1.22012408497667,1.66368041730039
"A113_P5_LAT_Aves","A113","Aves","A113_P5","very_large",4,1000,"RESURVEYED","abundance",94,1,0.693147180559945,2,"LAT","TWO",922.98,6.82760756579571,2.16647583454516,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P5",0.283293771706926,0.390856566619159,0.86425708386668,1.1504335546187,1.22012408497667,1.66368041730039
"A114_P1_LAT_Insecta","A114","Insecta","A114_P1","large",3,100,"RESURVEYED","occurrence",56,1,0.693147180559945,2,"LAT","TWO",922.98,6.82760756579571,1.31437650972259,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-0.568805553115637,-0.461242758203405,0.0121577590441162,0.697955091894639,0.740235552443539,1.00933618797747
"A116_P1_LAT_Insecta","A116","Insecta","A116_P1","very_large",4,1000,"BALANCED","occurrence",9,2,3.93182563272433,51,"LAT","CONTINUOUS",8750.09,9.07681926501305,2.94321990055784,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",1.06003783771961,1.16760063263184,1.64100114987936,1.56289716147889,1.65757375678608,2.26015782603681
"A116_P1_LAT_Chromadorea","A116","Chromadorea","A116_P1","very_large",4,1000,"BALANCED","occurrence",6,2,3.93182563272433,51,"LAT","CONTINUOUS",8750.09,9.07681926501305,2.94321990055784,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",1.06003783771961,1.16760063263184,1.64100114987936,1.56289716147889,1.65757375678608,2.26015782603681
"A117_P1_LAT_Actinopterygii","A117","Actinopterygii","A117_P1","very_large",4,1000,"RAW","abundance",24,3,3.43398720448515,31,"LAT","CONTINUOUS",305.79,5.72289859184843,1.26498337483399,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-0.618198688004244,-0.510635893092012,-0.0372353758444908,0.671726541897639,0.71241813922843,0.971406205120998
"A117_P1_LAT_Malacostraca","A117","Malacostraca","A117_P1","very_large",4,1000,"RAW","abundance",3,3,3.43398720448515,31,"LAT","CONTINUOUS",305.79,5.72289859184843,1.26498337483399,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-0.618198688004244,-0.510635893092012,-0.0372353758444908,0.671726541897639,0.71241813922843,0.971406205120998
"A117_P1_LAT_Cephalopoda","A117","Cephalopoda","A117_P1","very_large",4,1000,"RAW","abundance",1,3,3.43398720448515,31,"LAT","CONTINUOUS",305.79,5.72289859184843,1.26498337483399,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-0.618198688004244,-0.510635893092012,-0.0372353758444908,0.671726541897639,0.71241813922843,0.971406205120998
"A117_P2_LAT_Actinopterygii","A117","Actinopterygii","A117_P2","very_large",4,1000,"RAW","abundance",20,5,3.40119738166216,30,"LAT","CONTINUOUS",556.89,6.32236773388924,1.70643700937849,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.176745053459741,-0.0691822585475084,0.404218258700013,0.906145530510544,0.961037672998268,1.31040734015649
"A117_P2_LAT_Malacostraca","A117","Malacostraca","A117_P2","very_large",4,1000,"RAW","abundance",10,5,3.40119738166216,30,"LAT","CONTINUOUS",556.89,6.32236773388924,1.70643700937849,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.176745053459741,-0.0691822585475084,0.404218258700013,0.906145530510544,0.961037672998268,1.31040734015649
"A117_P2_LAT_Gastropoda","A117","Gastropoda","A117_P2","very_large",4,1000,"RAW","abundance",7,5,3.40119738166216,30,"LAT","CONTINUOUS",556.89,6.32236773388924,1.70643700937849,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.176745053459741,-0.0691822585475084,0.404218258700013,0.906145530510544,0.961037672998268,1.31040734015649
"A117_P2_LAT_Ophiuroidea","A117","Ophiuroidea","A117_P2","very_large",4,1000,"RAW","abundance",1,5,3.40119738166216,30,"LAT","CONTINUOUS",556.89,6.32236773388924,1.70643700937849,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.176745053459741,-0.0691822585475084,0.404218258700013,0.906145530510544,0.961037672998268,1.31040734015649
"A117_P2_LAT_Asteroidea","A117","Asteroidea","A117_P2","very_large",4,1000,"RAW","abundance",2,5,3.40119738166216,30,"LAT","CONTINUOUS",556.89,6.32236773388924,1.70643700937849,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.176745053459741,-0.0691822585475084,0.404218258700013,0.906145530510544,0.961037672998268,1.31040734015649
"A117_P3_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P3","very_large",4,1000,"RAW","abundance",4,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P3_LAT_Actinopterygii","A117","Actinopterygii","A117_P3","very_large",4,1000,"RAW","abundance",42,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P3_LAT_Malacostraca","A117","Malacostraca","A117_P3","very_large",4,1000,"RAW","abundance",4,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P3_LAT_Gastropoda","A117","Gastropoda","A117_P3","very_large",4,1000,"RAW","abundance",1,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P3_LAT_Ophiuroidea","A117","Ophiuroidea","A117_P3","very_large",4,1000,"RAW","abundance",1,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P3_LAT_Cephalopoda","A117","Cephalopoda","A117_P3","very_large",4,1000,"RAW","abundance",1,6,3.3322045101752,28,"LAT","CONTINUOUS",725.95,6.5874811419297,1.96708662724848,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P3",0.083904564410247,0.191467359322479,0.66486787657,1.044554674806,1.10783131428063,1.51056543013499
"A117_P4_LAT_Actinopterygii","A117","Actinopterygii","A117_P4","very_large",4,1000,"RAW","abundance",30,4,3.2188758248682,25,"LAT","CONTINUOUS",294.5,5.68527900309164,1.2906816989701,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P4",-0.59250036386813,-0.484937568955898,-0.0115370517083768,0.685372765830646,0.726891018972594,0.991140465684152
"A117_P4_LAT_Malacostraca","A117","Malacostraca","A117_P4","very_large",4,1000,"RAW","abundance",11,4,3.2188758248682,25,"LAT","CONTINUOUS",294.5,5.68527900309164,1.2906816989701,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P4",-0.59250036386813,-0.484937568955898,-0.0115370517083768,0.685372765830646,0.726891018972594,0.991140465684152
"A117_P4_LAT_Bivalvia","A117","Bivalvia","A117_P4","very_large",4,1000,"RAW","abundance",1,4,3.2188758248682,25,"LAT","CONTINUOUS",294.5,5.68527900309164,1.2906816989701,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P4",-0.59250036386813,-0.484937568955898,-0.0115370517083768,0.685372765830646,0.726891018972594,0.991140465684152
"A117_P4_LAT_Cephalopoda","A117","Cephalopoda","A117_P4","very_large",4,1000,"RAW","abundance",2,4,3.2188758248682,25,"LAT","CONTINUOUS",294.5,5.68527900309164,1.2906816989701,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P4",-0.59250036386813,-0.484937568955898,-0.0115370517083768,0.685372765830646,0.726891018972594,0.991140465684152
"A117_P5_LAT_Actinopterygii","A117","Actinopterygii","A117_P5","very_large",4,1000,"RAW","abundance",21,4,3.71357206670431,41,"LAT","CONTINUOUS",715.34,6.5727579541436,1.82401301817076,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P5",-0.0591690446674706,0.0483937502447616,0.521794267492283,0.968580284490234,1.02725457597748,1.4006963248075
"A117_P5_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P5","very_large",4,1000,"RAW","abundance",3,4,3.71357206670431,41,"LAT","CONTINUOUS",715.34,6.5727579541436,1.82401301817076,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P5",-0.0591690446674706,0.0483937502447616,0.521794267492283,0.968580284490234,1.02725457597748,1.4006963248075
"A117_P5_LAT_Malacostraca","A117","Malacostraca","A117_P5","very_large",4,1000,"RAW","abundance",1,4,3.71357206670431,41,"LAT","CONTINUOUS",715.34,6.5727579541436,1.82401301817076,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P5",-0.0591690446674706,0.0483937502447616,0.521794267492283,0.968580284490234,1.02725457597748,1.4006963248075
"A117_P5_LAT_Cephalopoda","A117","Cephalopoda","A117_P5","very_large",4,1000,"RAW","abundance",1,4,3.71357206670431,41,"LAT","CONTINUOUS",715.34,6.5727579541436,1.82401301817076,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P5",-0.0591690446674706,0.0483937502447616,0.521794267492283,0.968580284490234,1.02725457597748,1.4006963248075
"A117_P6_LAT_Actinopterygii","A117","Actinopterygii","A117_P6","very_large",4,1000,"RAW","abundance",35,4,3.3322045101752,28,"LAT","CONTINUOUS",1275.77,7.15130519687391,2.59238633561707,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P6",0.709204272778844,0.816767067691076,1.2901675849386,1.37659888906863,1.45998997783184,1.99074566716721
"A117_P6_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P6","very_large",4,1000,"RAW","abundance",3,4,3.3322045101752,28,"LAT","CONTINUOUS",1275.77,7.15130519687391,2.59238633561707,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P6",0.709204272778844,0.816767067691076,1.2901675849386,1.37659888906863,1.45998997783184,1.99074566716721
"A117_P6_LAT_Malacostraca","A117","Malacostraca","A117_P6","very_large",4,1000,"RAW","abundance",1,4,3.3322045101752,28,"LAT","CONTINUOUS",1275.77,7.15130519687391,2.59238633561707,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P6",0.709204272778844,0.816767067691076,1.2901675849386,1.37659888906863,1.45998997783184,1.99074566716721
"A117_P6_LAT_Cephalopoda","A117","Cephalopoda","A117_P6","very_large",4,1000,"RAW","abundance",1,4,3.3322045101752,28,"LAT","CONTINUOUS",1275.77,7.15130519687391,2.59238633561707,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P6",0.709204272778844,0.816767067691076,1.2901675849386,1.37659888906863,1.45998997783184,1.99074566716721
"A117_P7_LAT_Actinopterygii","A117","Actinopterygii","A117_P7","very_large",4,1000,"RAW","abundance",36,4,2.30258509299405,10,"LAT","CONTINUOUS",917.6,6.82176156581516,2.65292463757004,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P7",0.769742574731808,0.87730536964404,1.35070588689156,1.40874570224596,1.49408416854407,2.03723424823043
"A117_P7_LAT_Malacostraca","A117","Malacostraca","A117_P7","very_large",4,1000,"RAW","abundance",9,4,2.30258509299405,10,"LAT","CONTINUOUS",917.6,6.82176156581516,2.65292463757004,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P7",0.769742574731808,0.87730536964404,1.35070588689156,1.40874570224596,1.49408416854407,2.03723424823043
"A117_P7_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P7","very_large",4,1000,"RAW","abundance",2,4,2.30258509299405,10,"LAT","CONTINUOUS",917.6,6.82176156581516,2.65292463757004,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P7",0.769742574731808,0.87730536964404,1.35070588689156,1.40874570224596,1.49408416854407,2.03723424823043
"A117_P7_LAT_Bivalvia","A117","Bivalvia","A117_P7","very_large",4,1000,"RAW","abundance",1,4,2.30258509299405,10,"LAT","CONTINUOUS",917.6,6.82176156581516,2.65292463757004,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P7",0.769742574731808,0.87730536964404,1.35070588689156,1.40874570224596,1.49408416854407,2.03723424823043
"A117_P8_LAT_Actinopterygii","A117","Actinopterygii","A117_P8","very_large",4,1000,"RAW","abundance",13,3,3.73766961828337,42,"LAT","CONTINUOUS",219.52,5.39144334453752,1.01856983150351,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P8",-0.864612231334718,-0.757049436422486,-0.283648919174965,0.540876982424301,0.573642024448882,0.782180283437649
"A117_P8_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P8","very_large",4,1000,"RAW","abundance",2,3,3.73766961828337,42,"LAT","CONTINUOUS",219.52,5.39144334453752,1.01856983150351,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P8",-0.864612231334718,-0.757049436422486,-0.283648919174965,0.540876982424301,0.573642024448882,0.782180283437649
"A117_P8_LAT_Cephalopoda","A117","Cephalopoda","A117_P8","very_large",4,1000,"RAW","abundance",1,3,3.73766961828337,42,"LAT","CONTINUOUS",219.52,5.39144334453752,1.01856983150351,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P8",-0.864612231334718,-0.757049436422486,-0.283648919174965,0.540876982424301,0.573642024448882,0.782180283437649
"A117_P9_LAT_Actinopterygii","A117","Actinopterygii","A117_P9","very_large",4,1000,"RAW","abundance",5,2,3.66356164612965,39,"LAT","CONTINUOUS",245.39,5.50284878165026,1.09003797748294,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P9",-0.793144085355295,-0.685581290443063,-0.212180773195542,0.578827718781523,0.613891726212313,0.837062111811098
"A117_P9_LAT_Chondrichthyes","A117","Chondrichthyes","A117_P9","very_large",4,1000,"RAW","abundance",1,2,3.66356164612965,39,"LAT","CONTINUOUS",245.39,5.50284878165026,1.09003797748294,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P9",-0.793144085355295,-0.685581290443063,-0.212180773195542,0.578827718781523,0.613891726212313,0.837062111811098
"A122_P1_LAT_Aves","A122","Aves","A122_P1","large",3,100,"RESURVEYED","abundance",290,1,3.68887945411394,40,"LAT","CONTINUOUS",4085.43,8.31518226491222,2.38295513523194,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",0.499773072393709,0.607335867305942,1.08073638455346,1.26538754922107,1.34204171934636,1.82991923130456
"A123_P1_LAT_Amphibia","A123","Amphibia","A123_P1","large",3,100,"RAW","occurrence",101,1,0.693147180559945,2,"LAT","TWO",1497.77,7.31173261423826,2.72933843621824,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",0.846156373380005,0.953719168292237,1.42711968553976,1.4493226598095,1.53711918175242,2.09591394287343
"A125_P1_LAT_Maxillopoda","A125","Maxillopoda","A125_P1","moderate",2,10,"RAW","occurrence",2,2,1.38629436111989,4,"LAT","MULT",1453.76,7.28190858257104,2.15730114281684,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",0.274119079978612,0.381681874890845,0.855082392138366,1.14556164557211,1.21495704725972,1.65663498678149
"A125_P1_LAT_Polychaeta","A125","Polychaeta","A125_P1","moderate",2,10,"RAW","occurrence",1,2,1.38629436111989,4,"LAT","MULT",1453.76,7.28190858257104,2.15730114281684,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",0.274119079978612,0.381681874890845,0.855082392138366,1.14556164557211,1.21495704725972,1.65663498678149
"A129_P1_LAT_Aves","A129","Aves","A129_P1","large",3,100,"BALANCED","occurrence",39,1,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P1",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Arachnida","A129","Arachnida","A129_P2","large",3,100,"BALANCED","occurrence",167,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Insecta","A129","Insecta","A129_P2","large",3,100,"BALANCED","occurrence",694,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Malacostraca","A129","Malacostraca","A129_P2","large",3,100,"BALANCED","occurrence",13,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Reptilia","A129","Reptilia","A129_P2","large",3,100,"BALANCED","occurrence",4,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Diplopoda","A129","Diplopoda","A129_P2","large",3,100,"BALANCED","occurrence",12,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Amphibia","A129","Amphibia","A129_P2","large",3,100,"BALANCED","occurrence",3,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
"A129_P2_LAT_Chilopoda","A129","Chilopoda","A129_P2","large",3,100,"BALANCED","occurrence",14,7,0.693147180559945,2,"LAT","TWO",879.94,6.77985372332958,1.55058395737503,"LAT",1.88318206283823,1.775619267926,1.30221875067848,"P2",-0.332598105463198,-0.225035310550966,0.248365206696555,0.823385050215525,0.873263759514269,1.19072464328067
