"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","StartF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","lag","lag2","lag3","SHIFT_cor","shift_sign","shift_vel_sign","shiftC_sign","shiftC_vel_sign","lagC","lagC2","lagC3"
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A113_P3","Fringilla coelebs",113,"P3","LAT","O","4.975",0.4975,"km/year",10,6.929532,NA,1986,1995,"TWO","PROCESSED","yes",94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.4975,6.929532,"pos","(1.97e+03,1.99e+03]","(31.3,62.4]","[1,99]","S12993","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,6.432032,6.432032,6.432032,-0.608562123969654,"pos","pospos","neg","negpos",7.53809412396965,6.929532,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A113_P4","Fringilla coelebs",113,"P4","LAT","O","42.171",3.51425,"km/year",12,1.394681,NA,1995,2006,"TWO","PROCESSED","yes",94,"large","abundance-based",4.13364796426425,"vertebrate","N",3.51425,1.394681,"pos","(1.99e+03,2.01e+03]","(31.3,62.4]","[1,99]","S12995","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,-2.119569,-2.119569,0,0.377549128530307,"pos","pospos","pos","pospos",1.01713187146969,1.01713187146969,1.01713187146969
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A113_P5","Fringilla coelebs",113,"P5","LAT","O","6.449",1.074833,"km/year",6,5.460747,NA,2006,2011,"TWO","PROCESSED","yes",94,"large","abundance-based",4.13364796426425,"vertebrate","N",1.074833,5.460747,"pos","(1.99e+03,2.01e+03]","(31.3,62.4]","[1,99]","S12979","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,4.385914,4.385914,4.385914,-0.502676477023088,"pos","pospos","neg","negpos",5.96342347702309,5.460747,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",4520440.06235061,0.756141172364295,1.13827259134506,0.217743618827069,"A135_P1","Fringilla coelebs",135,"P1","LAT","O","78162.77164",7.105707,"km/year",11,-0.470659,-3.225668,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",7.105707,-0.470659,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S12991","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,7.576366,0.470659,0,1.80610318558851,"pos","posneg","pos","posneg",2.27676218558851,0.470659,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A143_P1","Fringilla coelebs",143,"P1","LAT","O","46.6",1.257312,"km/year",27.5,2.348407,NA,1979.5,2006,"TWO","PROCESSED","no",128,"large","abundance-based",4.13364796426425,"vertebrate","N",1.257312,2.348407,"pos","(1.97e+03,1.99e+03]","(31.3,62.4]","(99,254]","S12984","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,1.091095,1.091095,1.091095,-0.386634387307926,"pos","pospos","neg","negpos",2.73504138730793,2.348407,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A144_P1","Fringilla coelebs",144,"P1","LAT","O","1.142",1.142,"km/year",37.5,2.348407,NA,1974.5,2011,"MULTIPLE","PROCESSED","no",92,"large","abundance-based",4.13364796426425,"vertebrate","N",1.142,2.348407,"pos","(1.97e+03,1.99e+03]","(31.3,62.4]","[1,99]","S12990","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,1.206407,1.206407,1.206407,-0.348722318494128,"pos","pospos","neg","negpos",2.69712931849413,2.348407,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5009768.53387231,0.756140816293892,1.13826815732209,0.217740189567968,"A155_P1","Fringilla coelebs",155,"P1","LAT","O","0.8",0.8,"km/year",32.5,1.964223,NA,1976.5,2008,"CONTINUOUS","PROCESSED","no",29,"small","occurrence-based",4.13364796426425,"vertebrate","N",0.8,1.964223,"pos","(1.97e+03,1.99e+03]","(31.3,62.4]","[1,99]","S12982","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,1.164223,1.164223,1.164223,-0.714941907754742,"pos","pospos","neg","negpos",2.67916490775474,1.964223,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",3754036.64231751,0.755936463598419,1.13718142371464,0.216899713292292,"A155_P2","Fringilla coelebs",155,"P2","LAT","O","15.6",15.6,"km/year",55,1.225783,NA,1960,2014,"MULTIPLE","OPPORTUNISTIC","no",29,"large","occurrence-based",6.69549454441304,"vertebrate","N",15.6,1.225783,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S12998","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",14.62636273,53.24060117,22.8280506131453,80.5133132930741,-15.5908298489184,27.7347202301546,-14.374217,-14.374217,0,4.01449985732547,"pos","pospos","pos","pospos",-2.78871685732547,-2.78871685732547,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",3070378.38999819,0.756135951972994,1.13825656747376,0.217731226016559,"A181_P1","Fringilla coelebs",181,"P1","LAT","O","103457",6.466062,"km/year",16,0.576354,8.029236,1994,2009,"CONTINUOUS","PROCESSED","yes",80,"moderate","abundance-based",3.44196657478844,"vertebrate","N",6.466062,0.576354,"pos","(1.99e+03,2.01e+03]","(4.85,31.3]","[1,99]","S12978","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,-5.889708,-5.889708,0,1.21226080777443,"pos","pospos","pos","pospos",-0.63590680777443,-0.63590680777443,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5005438.12551662,0.756140304492351,1.13826543733799,0.217738085941022,"A247_P1","Fringilla coelebs",247,"P1","LAT","O","0",0,"km/year",27.5,1.945243,NA,1981.5,2008,"TWO","OPPORTUNISTIC","no",226,"large","occurrence-based",4.14340294438612,"vertebrate","N",0,1.945243,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S12988","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.945243,1.945243,0,-0.601657771439281,"neg","negpos","neg","negpos",2.54690077143928,1.945243,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5005438.12551662,0.756140304492351,1.13826543733799,0.217738085941022,"A8_P1","Fringilla coelebs",8,"P1","LAT","O","-3.6",-0.3,"km/year",12,-2.304868,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",0.3,-2.304868,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S12996","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,2.004868,2.004868,2.004868,-0.723106562092849,"neg","negneg","neg","negneg",1.58176143790715,1.58176143790715,1.58176143790715
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5005438.12551662,0.756140304492351,1.13826543733799,0.217738085941022,"A8_P2","Fringilla coelebs",8,"P2","LAT","O","28.6",1.330233,"km/year",21.5,3.085317,NA,1987.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.330233,3.085317,"pos","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S12980","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.755084,1.755084,1.755084,-0.415648507143702,"pos","pospos","neg","negpos",3.5009655071437,3.085317,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5005438.12551662,0.756140304492351,1.13826543733799,0.217738085941022,"A8_P3","Fringilla coelebs",8,"P3","LAT","O","25",0.7692308,"km/year",32.5,1.945243,NA,1976.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",0.7692308,1.945243,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S12989","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.1760122,1.1760122,1.1760122,-0.528679335607663,"pos","pospos","neg","negpos",2.47392233560766,1.945243,0
"Fringilla coelebs",-17.87536,28.70700051,0.784,0.784,1.28906630940372,0.334366995228076,"De Kort","Microsatellite",3758803.27475756,0.756242255942528,1.13881851752951,0.21816583638173,"A181_P1","Fringilla coelebs",181,"P1","ELE","LE","-51",-3.1875,"m/year",16,0.576354,8.029236,1994,2009,"CONTINUOUS","PROCESSED","yes",80,"moderate","abundance-based",3.44196657478844,"vertebrate","N",3.1875,8.029236,"pos","(1.99e+03,2.01e+03]","(4.85,31.3]","[1,99]","S12976","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,11.216736,8.029236,0,-0.750932307506596,"neg","negpos","neg","negpos",8.7801683075066,8.029236,0
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",3423761.00939053,0.755809614136287,1.13650450289552,0.216376184908635,"A34_P1","Fringilla coelebs",34,"P1","ELE","LE","100",0.9569378,"m/year",104.5,0.1229977,2.831932,1903,2006.5,"TWO","OPPORTUNISTIC","no",654,"small","occurrence-based",-4.9140771206328,"vertebrate","N",0.9569378,2.831932,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","(254,924]","S12986","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",13.46224319,48.9196343,13.4108323721163,48.9722603325484,13.5192182217436,48.8743775607759,1.8749942,1.8749942,1.8749942,0.0341437239843072,"pos","pospos","pos","pospos",2.79778827601569,2.79778827601569,2.79778827601569
"Fringilla coelebs",-16.46087,28.35497168,0.714,0.714,0.914850968903752,0.0449500548408018,"De Kort","Microsatellite",5415272.31331903,0.756217871139756,1.13867885599283,0.218057822598592,"A9_P1","Fringilla coelebs",9,"P1","LAT","LE","15",1.25,"km/year",12,-2.304868,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",150,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.25,-2.304868,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S12983","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,3.554868,2.304868,0,-0.447905109401688,"pos","posneg","neg","negneg",1.85696289059831,1.85696289059831,1.85696289059831
"Sylvia atricapilla",7.82,48.03160234,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",232446.620612094,0.744529330533382,1.07071188065306,0.16549238253958,"A1_P1","Sylvia atricapilla",1,"P1","ELE","O","3",0.1276596,"m/year",23.5,-0.330836,13.12588,1979,2001.5,"TWO","PROCESSED","no",24,"small","occurrence-based",-2.9195685872578,"vertebrate","N",0.1276596,13.12588,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S29057","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",6.62110247,46.10778951,6.46982464149409,46.1957528171388,6.77883387558296,46.0210086764093,12.9982204,12.9982204,12.9982204,-0.378639094973468,"pos","pospos","neg","negpos",13.5045190949735,13.12588,0
"Sylvia atricapilla",7.82,48.03160234,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",476069.656740368,0.74481172651085,1.07205725475949,0.166532890545048,"A1_P2","Sylvia atricapilla",1,"P2","ELE","O","-22",-0.7857143,"m/year",28,0.7513782,9.119254,1973.5,2000.5,"TWO","PROCESSED","no",17,"small","occurrence-based",-3.55301483557921,"vertebrate","N",0.7857143,9.119254,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S29045","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",5.22593522,44.14675371,5.08591749339763,44.1980043566158,5.08489038488341,44.0956661716565,9.9049683,9.119254,0,-0.60826243775459,"neg","negpos","neg","negpos",9.72751643775459,9.119254,0
"Sylvia atricapilla",14.54,48.44205935,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",268257.185488368,0.750337625338726,1.1010208583561,0.18893324838265,"A133_P1","Sylvia atricapilla",133,"P1","ELE","O","47",4.272727,"m/year",11,-0.44185,11.19409,1987,1997,"TWO","PROCESSED","no",51,"small","occurrence-based",-0.608120972715339,"vertebrate","N",4.272727,11.19409,"pos","(1.99e+03,2.01e+03]","[1.54e-05,4.85]","[1,99]","S29049","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,6.921363,6.921363,6.921363,0.763754261552649,"pos","pospos","pos","pospos",10.4303357384474,10.4303357384474,10.4303357384474
"Sylvia atricapilla",14.54,48.44205935,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",268257.185488368,0.750337625338726,1.1010208583561,0.18893324838265,"A133_P2","Sylvia atricapilla",133,"P2","ELE","O","31",2.818182,"m/year",11,-0.5124726,11.88863,1997,2007,"TWO","PROCESSED","no",51,"small","occurrence-based",-0.608120972715339,"vertebrate","N",2.818182,11.88863,"pos","(1.99e+03,2.01e+03]","[1.54e-05,4.85]","[1,99]","S29051","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,9.070448,9.070448,9.070448,0.420694598483566,"pos","pospos","pos","pospos",11.4679354015164,11.4679354015164,11.4679354015164
"Sylvia atricapilla",10.86,59.84252628,0.73,0.73,0.994577831726253,0.106610554044111,"De Kort","Microsatellite",456904.158978809,0.738612659970067,1.03951876408881,0.141367726545769,"A135_P1","Sylvia atricapilla",135,"P1","ELE","O","-2.228375251",-0.2025796,"m/year",11,-0.470659,-3.225668,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",0.2025796,-3.225668,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S29042","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,3.0230884,3.0230884,3.0230884,-0.347076474191644,"neg","negneg","neg","negneg",2.87859152580836,2.87859152580836,2.87859152580836
"Sylvia atricapilla",14.54,48.44205935,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",268257.185488368,0.750337625338726,1.1010208583561,0.18893324838265,"A142_P1","Sylvia atricapilla",142,"P1","ELE","O","5.2",5.2,"m/year",28,-0.2757599,6.362868,1984,2011,"CONTINUOUS","PROCESSED","no",50,"small","abundance-based",-0.608120972715339,"vertebrate","N",5.2,6.362868,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S29064","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,1.162868,1.162868,1.162868,0.776452361120602,"pos","pospos","pos","pospos",5.5864156388794,5.5864156388794,5.5864156388794
"Sylvia atricapilla",7.82,48.03160234,0.76,0.76,1.15262485432716,0.228843612842185,"De Kort","Microsatellite",258596.711859766,0.744720051264915,1.07166529780987,0.166229752301243,"A16_P1","Sylvia atricapilla",16,"P1","ELE","O","37",3.083333,"m/year",12,0.2762193,6.59215,1993,2004,"TWO","PROCESSED","yes",61,"moderate","occurrence-based",-4.40801502642357,"vertebrate","N",3.083333,6.59215,"pos","(1.99e+03,2.01e+03]","[1.54e-05,4.85]","[1,99]","S29058","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",8.09349784,45.71299928,8.16888941691309,45.7542788955546,8.01595105509716,45.6730475076364,3.508817,3.508817,3.508817,0.425669391859258,"pos","pospos","pos","pospos",6.16648060814074,6.16648060814074,6.16648060814074
